Movie Name,Votes,Certification,Gross (USD millions),Star 1,Star 2,Star 3,Star 4,Genre1,Genre2,Genre3,Popularity
The 355,33093,PG-13,,Jessica Chastain,Penélope Cruz,Bingbing Fan,Diane Kruger,Action, Thriller,,2254
Your Highness,102886,R,21.6,Danny McBride,Natalie Portman,James Franco,Rasmus Hardiker,Action, Adventure, Comedy,2571
George of the Jungle,81676,PG,105.26,Brendan Fraser,Leslie Mann,Thomas Haden Church,Richard Roundtree,Action, Adventure, Comedy,2626
The Cloverfield Paradox,108951,PG-13,,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,Action, Adventure, Horror,2731
Green Lantern,289933,PG-13,116.6,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong,Action, Adventure, Sci-Fi,2754
Sweet Girl,33495,R,,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Adria Arjona,Action, Drama, Thriller,3070
Beverly Hills Cop III,84264,R,42.61,Eddie Murphy,Jon Tenney,Joey Travolta,Eugene Collier,Action, Comedy, Crime,3095
Resident Evil: The Final Chapter,97421,R,26.83,Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts,Action, Horror, Sci-Fi,3479
Snakes on a Plane,141992,R,34.02,Samuel L. Jackson,Julianna Margulies,Nathan Phillips,Rachel Blanchard,Action, Adventure, Crime,3553
Seventh Son,79010,PG-13,17.22,Ben Barnes,Julianne Moore,Jeff Bridges,Alicia Vikander,Action, Adventure, Fantasy,3649
Volcano,79049,PG-13,49.32,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Don Cheadle,Action, Drama, Sci-Fi,3658
Eight Legged Freaks,58771,PG-13,17.32,David Arquette,Kari Wuhrer,Scott Terra,Scarlett Johansson,Action, Adventure, Comedy,4120
Virtuosity,31210,R,24.05,Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella,Action, Crime, Sci-Fi,4188
The Bounty Hunter,131010,PG-13,67.06,Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland,Action, Comedy, Romance,4729
Under Siege 2: Dark Territory,48467,R,50.02,Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Action, Adventure, Thriller,4841
Peninsula,35093,Not Rated,1.23,Gang Dong-won,Lee Jung-hyun,Re Lee,Hae-hyo Kwon,Action, Horror, Thriller,4883
Pompeii,113632,PG-13,23.22,Kit Harington,Emily Browning,Kiefer Sutherland,Adewale Akinnuoye-Agbaje,Action, Adventure, Drama,4979
Star Trek V: The Final Frontier,62151,PG,52.21,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Action, Adventure, Fantasy,
Mortdecai,74897,R,7.61,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Olivia Munn,Action, Adventure, Comedy,
Collateral Damage,76507,R,40.08,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,Elias Koteas,Action, Drama, Thriller,
Lara Croft: Tomb Raider - The Cradle of Life,141586,PG-13,65.66,Angelina Jolie,Gerard Butler,Chris Barrie,Ciarán Hinds,Action, Adventure, Fantasy,
Babylon A.D.,97157,PG-13,22.53,Vin Diesel,Michelle Yeoh,Mélanie Thierry,Gérard Depardieu,Action, Adventure, Sci-Fi,
Beverly Hills Ninja,42753,PG-13,31.24,Chris Farley,Nicollette Sheridan,Robin Shou,Nathaniel Parker,Action, Comedy,,
Cop Out,89303,R,44.88,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,Cory Fernandez,Action, Comedy, Crime,
Fighting,33743,PG-13,23.04,Channing Tatum,Terrence Howard,Luis Guzmán,Zulay Henao,Action, Crime, Drama,
Whiteout,39659,R,10.28,Kate Beckinsale,Gabriel Macht,Tom Skerritt,Columbus Short,Action, Crime, Mystery,
Stolen,45753,R,0.3,Nicolas Cage,Malin Akerman,Josh Lucas,Danny Huston,Action, Crime, Thriller,
The Man,26209,PG-13,8.33,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,Luke Goss,Action, Comedy, Crime,
Showtime,64168,PG-13,38.08,Robert De Niro,Eddie Murphy,Rene Russo,Rachael Harris,Action, Comedy, Crime,
Taxi 4,29650,Not Rated,,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,Emma Wiklund,Action, Comedy, Crime,
Gunjan Saxena: The Kargil Girl,35153,TV-14,,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,Manav Vij,Action, Biography, Drama,
65,46334,PG-13,,Adam Driver,Ariana Greenblatt,Chloe Coleman,Nika King,Action, Adventure, Drama,64
Gods of Egypt,121146,PG-13,31.15,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,Chadwick Boseman,Action, Adventure, Drama,246
The Forever Purge,38147,R,44.54,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Leven Rambin,Action, Crime, Horror,572
Shotgun Wedding,31346,R,,Jennifer Lopez,Josh Duhamel,Lenny Kravitz,Jennifer Coolidge,Action, Comedy, Romance,899
Wonder Woman 1984,278566,PG-13,46.37,Gal Gadot,Chris Pine,Kristen Wiig,Pedro Pascal,Action, Adventure, Fantasy,1186
Spiderhead,61755,R,,Chris Hemsworth,Miles Teller,Jurnee Smollett,Mark Paguio,Action, Crime, Drama,1244
The Mummy,196431,PG-13,80.1,Tom Cruise,Sofia Boutella,Annabelle Wallis,Russell Crowe,Action, Adventure, Fantasy,1273
Batman Forever,258737,PG-13,184.03,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Action, Adventure,,1345
Infinite,55456,PG-13,,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson,Dylan O'Brien,Action, Sci-Fi, Thriller,1422
Ava,59232,R,0.5,Jessica Chastain,John Malkovich,Common,Geena Davis,Action, Drama, Thriller,2067
Godzilla,197554,PG-13,136.31,Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,Action, Sci-Fi, Thriller,2359
Big Game,34335,PG-13,0.02,Samuel L. Jackson,Onni Tommila,Ray Stevenson,Victor Garber,Action, Adventure, Comedy,2493
Snake Eyes,41751,PG-13,,Henry Golding,Andrew Koji,Haruka Abe,Takehiro Hira,Action, Adventure, Crime,2889
Drive Angry,101481,R,10.71,Nicolas Cage,Amber Heard,William Fichtner,Billy Burke,Action, Comedy, Fantasy,3770
Maximum Overdrive,33981,R,7.43,Emilio Estevez,Pat Hingle,Laura Harrington,Yeardley Smith,Action, Comedy, Horror,3845
Æon Flux,130719,PG-13,25.86,Charlize Theron,Frances McDormand,Sophie Okonedo,Marton Csokas,Action, Adventure, Sci-Fi,3945
"Game Over, Man!",31853,TV-MA,,Adam Devine,Anders Holm,Blake Anderson,Chloe Bridges,Action, Comedy,,4126
Vampire Academy,55881,PG-13,7.79,Zoey Deutch,Lucy Fry,Danila Kozlovskiy,Gabriel Byrne,Action, Comedy, Drama,4492
Blackhat,62026,R,7.1,Chris Hemsworth,Viola Davis,Tang Wei,Leehom Wang,Action, Crime, Thriller,4623
Killers,93820,PG-13,47.06,Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara,Action, Comedy, Romance,
The Happytime Murders,29378,R,20.71,Melissa McCarthy,Elizabeth Banks,Maya Rudolph,Leslie David Baker,Action, Comedy, Crime,
The Last Legion,36477,PG-13,5.93,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan,Peter Mullan,Action, Adventure, History,
Season of the Witch,96118,PG-13,24.83,Nicolas Cage,Ron Perlman,Claire Foy,Stephen Campbell Moore,Action, Adventure, Fantasy,
Outside the Wire,44013,R,,Anthony Mackie,Damson Idris,Enzo Cilenti,Emily Beecham,Action, Adventure, Fantasy,
The Man with the Iron Fists,63535,R,15.63,Russell Crowe,Cung Le,Lucy Liu,RZA,Action,,,
D3: The Mighty Ducks,27818,PG,22.94,Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,Action, Comedy, Drama,
The Spy Next Door,45501,PG,24.27,Jackie Chan,Amber Valletta,Billy Ray Cyrus,Madeline Carroll,Action, Comedy, Family,
The Tuxedo,86162,PG-13,50.55,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar,Action, Comedy, Sci-Fi,
Pathfinder,45399,R,10.23,Karl Urban,Clancy Brown,Moon Bloodgood,Russell Means,Action, Adventure, Drama,
Battle for the Planet of the Apes,32193,G,8.84,Roddy McDowall,Claude Akins,Natalie Trundy,Severn Darden,Action, Sci-Fi,,
Bulletproof Monk,51284,PG-13,23.02,Chow Yun-Fat,Seann William Scott,Jaime King,Karel Roden,Action, Comedy, Fantasy,
I Spy,52483,PG-13,33.56,Eddie Murphy,Owen Wilson,Famke Janssen,Malcolm McDowell,Action, Adventure, Comedy,
Killing Season,38142,R,0.03,Robert De Niro,John Travolta,Milo Ventimiglia,Liz Olin,Action, Drama, Thriller,
Dhoom 3,47659,Not Rated,8.03,Aamir Khan,Katrina Kaif,Abhishek Bachchan,Uday Chopra,Action, Crime, Drama,
The Predator,137988,R,51.02,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Keegan-Michael Key,Action, Adventure, Horror,1263
Masters of the Universe,42447,PG,17.34,Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty,Action, Adventure, Fantasy,1522
Ghost Rider,245172,PG-13,115.8,Nicolas Cage,Eva Mendes,Sam Elliott,Matt Long,Action, Fantasy, Thriller,1662
Point Break,64608,PG-13,28.78,Edgar Ramírez,Luke Bracey,Ray Winstone,Teresa Palmer,Action, Adventure, Crime,1699
Jupiter Ascending,191405,PG-13,47.39,Channing Tatum,Mila Kunis,Eddie Redmayne,Sean Bean,Action, Adventure, Sci-Fi,1778
Geostorm,112641,PG-13,33.7,Gerard Butler,Jim Sturgess,Abbie Cornish,Alexandra Maria Lara,Action, Sci-Fi, Thriller,1827
Tank Girl,33226,R,4.06,Lori Petty,Ice-T,Naomi Watts,Don Harvey,Action, Comedy, Sci-Fi,2267
The New Mutants,84155,PG-13,23.86,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Alice Braga,Action, Horror, Mystery,2283
Daredevil,224135,PG-13,102.54,Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Action, Crime,,2721
Robin Hood,76612,PG-13,30.82,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Eve Hewson,Action, Adventure, Drama,2922
Max Payne,128149,PG-13,40.69,Mark Wahlberg,Mila Kunis,Beau Bridges,Ludacris,Action, Crime, Drama,3572
Congo,47186,PG-13,81.02,Laura Linney,Tim Curry,Dylan Walsh,Ernie Hudson,Action, Adventure, Mystery,3768
Resident Evil: Retribution,146161,R,42.35,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer,Action, Horror, Sci-Fi,3947
Spy Hard,39145,PG-13,29,Leslie Nielsen,Nicollette Sheridan,Charles Durning,Marcia Gay Harden,Action, Comedy,,3955
The Karate Kid Part III,66324,PG,38.96,Ralph Macchio,Pat Morita,Robyn Lively,Thomas Ian Griffith,Action, Drama, Family,4726
Red Dawn,78778,PG-13,44.81,Chris Hemsworth,Isabel Lucas,Josh Hutcherson,Josh Peck,Action, Drama,,4990
Spy Kids 2: Island of Lost Dreams,70362,PG,85.85,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Action, Adventure, Comedy,
Land of the Lost,73252,PG-13,49.44,Will Ferrell,Danny McBride,Anna Friel,Jorma Taccone,Action, Adventure, Comedy,
One for the Money,43326,PG-13,26.41,Katherine Heigl,Jason O'Mara,Daniel Sunjata,John Leguizamo,Action, Comedy, Crime,
The Colony,46253,Not Rated,,Kevin Zegers,Laurence Fishburne,Bill Paxton,Charlotte Sullivan,Action, Horror, Sci-Fi,
Bangkok Dangerous,57550,R,15.28,Nicolas Cage,Charlie Yeung,Shahkrit Yamnarm,Panward Hemmanee,Action, Crime, Thriller,
Hollywood Homicide,38335,PG-13,30.01,Harrison Ford,Josh Hartnett,Isaiah Washington,Lena Olin,Action, Comedy, Crime,
Universal Soldier: Regeneration,26059,R,,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,Mike Pyle,Action, Adventure, Sci-Fi,
The Way to Paradise,32346,,,Enzo Zelocchi,Jennifer Lyons,Bryson Jones Allman,Brandi Maclaren,Action, Comedy, Thriller,
F9: The Fast Saga,147012,PG-13,173.2,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Tyrese Gibson,Action, Crime, Thriller,30
Transformers: The Last Knight,158272,PG-13,130.17,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,Laura Haddock,Action, Adventure, Sci-Fi,632
Morbius,137093,PG-13,73.87,Jared Leto,Matt Smith,Adria Arjona,Jared Harris,Action, Adventure, Horror,954
The Covenant,50765,PG-13,23.29,Steven Strait,Sebastian Stan,Toby Hemingway,Taylor Kitsch,Action, Adventure, Fantasy,1098
Resident Evil: Welcome to Raccoon City,58195,R,17,Kaya Scodelario,Robbie Amell,Hannah John-Kamen,Tom Hopper,Action, Horror, Sci-Fi,1572
The Mummy: Tomb of the Dragon Emperor,165925,PG-13,102.49,Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,Action, Adventure, Fantasy,1679
xXx: Return of Xander Cage,94496,PG-13,44.9,Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu,Action, Adventure, Thriller,1805
Legion,107917,R,40.17,Paul Bettany,Dennis Quaid,Charles S. Dutton,Lucas Black,Action, Fantasy, Horror,1955
Hellboy,93983,R,21.9,David Harbour,Milla Jovovich,Ian McShane,Sasha Lane,Action, Adventure, Fantasy,1970
Spawn,70266,PG-13,54.97,Michael Jai White,John Leguizamo,Martin Sheen,Theresa Randle,Action, Drama, Horror,2167
Monster Hunter,63760,PG-13,15.16,Milla Jovovich,Tony Jaa,Ron Perlman,T.I.,Action, Adventure, Fantasy,2452
Independence Day: Resurgence,183755,PG-13,103.14,Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe,Action, Adventure, Sci-Fi,2532
The Bad Batch,33602,R,0.18,Suki Waterhouse,Jason Momoa,Jayda Fink,Keanu Reeves,Action, Horror, Mystery,2616
The 5th Wave,113346,PG-13,34.92,Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez,Bailey Anne Borders,Action, Adventure, Sci-Fi,2841
Mighty Morphin Power Rangers,29009,PG,38.19,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank,Action, Adventure, Family,2980
The Transporter Refueled,43344,PG-13,16.03,Ed Skrein,Loan Chabanol,Ray Stevenson,Lenn Kudrjawizki,Action, Thriller,,3082
Doom,115997,R,28.21,Karl Urban,Rosamund Pike,Dwayne Johnson,Deobia Oparei,Action, Horror, Sci-Fi,3592
Lost in Space,73695,PG-13,69.12,Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers,Action, Adventure, Family,3693
Big Momma's House,88135,PG-13,117.56,Martin Lawrence,Nia Long,Paul Giamatti,Jascha Washington,Action, Comedy, Crime,3830
A Good Day to Die Hard,210849,R,67.35,Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,Action, Thriller,,4694
The First Purge,66443,R,69.49,Y'lan Noel,Lex Scott Davis,Joivan Wade,Steve Harris,Action, Horror, Sci-Fi,
Paul Blart: Mall Cop,113624,PG,20.82,Kevin James,Keir O'Donnell,Jayma Mays,Raini Rodriguez,Action, Comedy, Crime,
The Medallion,42770,PG-13,22.11,Jackie Chan,Lee Evans,Claire Forlani,Julian Sands,Action, Comedy, Fantasy,
Mutant Chronicles,26788,R,0.01,Thomas Jane,Ron Perlman,Devon Aoki,Sean Pertwee,Action, Adventure, Mystery,
Beast,34426,UA,,Joseph Vijay,Pooja Hegde,K. Selvaraghavan,Shine Tom Chacko,Action, Thriller,,
Bachchhan Paandey,36166,UA,,Akshay Kumar,Kriti Sanon,Jacqueline Fernandez,Pankaj Tripathi,Action, Comedy, Crime,
Moonfall,88401,PG-13,19.06,Halle Berry,Patrick Wilson,John Bradley,Charlie Plummer,Action, Adventure, Sci-Fi,705
Conan the Barbarian,100800,R,21.3,Jason Momoa,Ron Perlman,Rose McGowan,Stephen Lang,Action, Adventure, Fantasy,1703
Red Sonja,43375,PG-13,6.95,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Paul L. Smith,Action, Adventure, Fantasy,1749
"I, Frankenstein",82556,PG-13,19.08,Aaron Eckhart,Bill Nighy,Miranda Otto,Virginie Le Brun,Action, Fantasy, Sci-Fi,3353
Eragon,128320,PG,75.03,Ed Speleers,Sienna Guillory,Jeremy Irons,John Malkovich,Action, Adventure, Family,3437
"10,000 BC",133382,PG-13,94.78,Camilla Belle,Steven Strait,Marco Khan,Cliff Curtis,Action, Adventure, Drama,4633
Miss Congeniality 2: Armed & Fabulous,77657,PG-13,48.48,Sandra Bullock,Regina King,William Shatner,Enrique Murciano,Action, Comedy, Crime,
Agent Cody Banks,35977,PG,47.94,Frankie Muniz,Hilary Duff,Andrew Francis,Angie Harmon,Action, Adventure, Comedy,
G-Force,48277,PG,119.44,Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy,Animation, Action, Adventure,
Stealth,55185,PG-13,32.12,Josh Lucas,Jessica Biel,Jamie Foxx,Sam Shepard,Action, Adventure, Sci-Fi,
Abduction,81886,PG-13,28.09,Taylor Lautner,Lily Collins,Alfred Molina,Jake Andolina,Action, Mystery, Thriller,
Cats & Dogs,61054,PG,93.39,Alec Baldwin,Tobey Maguire,Jeff Goldblum,Elizabeth Perkins,Action, Adventure, Comedy,
Hot Pursuit,52592,PG-13,34.51,Reese Witherspoon,Sofía Vergara,Matthew Del Negro,Michael Mosley,Action, Comedy, Crime,
Get Carter,35555,R,14.97,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,Rhona Mitra,Action, Crime, Drama,
Stormbreaker,25166,PG,0.65,Alex Pettyfer,Mickey Rourke,Sophie Okonedo,Sarah Bolger,Action, Adventure, Family,
Alex Cross,34787,PG-13,25.89,Tyler Perry,Matthew Fox,Rachel Nichols,Edward Burns,Action, Crime, Mystery,
Charlie's Angels,76593,PG-13,17.8,Kristen Stewart,Naomi Scott,Ella Balinska,Elizabeth Banks,Action, Adventure, Comedy,2231
The Twilight Saga: Eclipse,252036,PG-13,300.53,Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel,Action, Adventure, Drama,2371
How It Ends,55652,TV-MA,,Theo James,Kat Graham,Nancy Sorel,Nicole Ari Parker,Action, Drama, Horror,2407
Superman III,72492,PG,59.95,Christopher Reeve,Richard Pryor,Margot Kidder,Jackie Cooper,Action, Adventure, Comedy,3547
Cyborg,32689,R,10.17,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn,Alex Daniels,Action, Sci-Fi, Thriller,4262
Shadow in the Cloud,28625,R,,Chloë Grace Moretz,Nick Robinson,Beulah Koale,Taylor John Smith,Action, Horror, War,4656
See No Evil,28041,R,15.03,Glenn Jacobs,Christina Vidal,Michael J. Pagan,Samantha Noble,Action, Horror, Thriller,
The Phantom,34895,PG,17.3,Billy Zane,Kristy Swanson,Treat Williams,Catherine Zeta-Jones,Action, Adventure, Comedy,
Virus,28978,R,14.01,Jamie Lee Curtis,Donald Sutherland,William Baldwin,Joanna Pacula,Action, Horror, Sci-Fi,
Dilwale,36509,Not Rated,4.83,Shah Rukh Khan,Kajol,Varun Dhawan,Kriti Sanon,Action, Comedy, Drama,
The Darkest Hour,62364,PG-13,21.43,Emile Hirsch,Olivia Thirlby,Max Minghella,Rachael Taylor,Action, Adventure, Horror,3389
Charlie's Angels: Full Throttle,130374,PG-13,100.83,Drew Barrymore,Lucy Liu,Cameron Diaz,Bernie Mac,Action, Adventure, Comedy,3644
Wild Wild West,163876,PG-13,113.81,Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek,Action, Comedy, Sci-Fi,4131
The Cold Light of Day,38495,PG-13,3.75,Henry Cavill,Bruce Willis,Sigourney Weaver,Verónica Echegui,Action, Thriller,,4524
Dracula 2000,35104,R,33.02,Gerard Butler,Justine Waddell,Jonny Lee Miller,Christopher Plummer,Action, Fantasy, Horror,4696
Ghosts of Mars,56160,R,8.43,Natasha Henstridge,Ice Cube,Pam Grier,Jason Statham,Action, Horror, Sci-Fi,
Blues Brothers 2000,34070,PG-13,13.98,Dan Aykroyd,John Goodman,Walter Levine,Tom Davis,Action, Comedy, Crime,
Happy New Year,38932,Not Rated,,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Boman Irani,Action, Comedy, Crime,
Anaconda,107839,PG-13,65.89,Jon Voight,Jennifer Lopez,Eric Stoltz,Ice Cube,Action, Adventure, Horror,2342
The Ridiculous 6,51420,TV-14,,Adam Sandler,Terry Crews,Jorge Garcia,Taylor Lautner,Action, Adventure, Comedy,3254
After Earth,205116,PG-13,60.52,Jaden Smith,David Denman,Will Smith,Sophie Okonedo,Action, Adventure, Sci-Fi,3420
DOA: Dead or Alive,45580,PG-13,0.48,Jaime Pressly,Devon Aoki,Sarah Carter,Holly Valance,Action, Adventure, Mystery,4396
Crocodile Dundee in Los Angeles,25608,PG,25.64,Paul Hogan,Linda Kozlowski,Jere Burns,Jonathan Banks,Action, Adventure, Comedy,
Tekken,27988,R,,Jonathan Patrick Foo,Kelly Overton,Cary-Hiroyuki Tagawa,Ian Anthony Dale,Action, Crime, Drama,
Teenage Mutant Ninja Turtles III,34612,PG,42.66,Elias Koteas,Paige Turco,Stuart Wilson,Sab Shimono,Action, Adventure, Comedy,
Double Team,35543,R,11.44,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,Paul Freeman,Action, Comedy, Sci-Fi,
Godsend,26075,PG-13,14.38,Robert De Niro,Greg Kinnear,Rebecca Romijn,Cameron Bright,Action, Drama, Fantasy,
Howard the Duck,48997,PG,16.3,Lea Thompson,Jeffrey Jones,Tim Robbins,Ed Gale,Action, Adventure, Comedy,1249
Zoolander 2,73042,PG-13,28.85,Ben Stiller,Owen Wilson,Penélope Cruz,Will Ferrell,Action, Adventure, Comedy,2967
Elektra,95286,PG-13,24.41,Jennifer Garner,Goran Visnjic,Will Yun Lee,Kirsten Zien,Action, Adventure, Crime,4784
The Spirit,62067,PG-13,19.78,Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Jaime King,Action, Crime, Fantasy,
The Marine,34745,PG-13,18.84,John Cena,Kelly Carlson,Robert Patrick,Anthony Ray Parker,Action, Comedy, Drama,
Jonah Hex,60193,PG-13,10.54,Josh Brolin,Megan Fox,John Malkovich,Michael Fassbender,Action, Drama, Fantasy,
Anacondas: The Hunt for the Blood Orchid,32687,PG-13,32.24,Morris Chestnut,KaDee Strickland,Eugene Byrd,Johnny Messner,Action, Adventure, Horror,
Ra.One,44400,Not Rated,2.51,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Shahana Goswami,Action, Adventure, Sci-Fi,
Shamshera,56717,UA,,Ranbir Kapoor,Sanjay Dutt,Vaani Kapoor,Saurabh Shukla,Action, Adventure, Drama,
Bharat,31684,Not Rated,2.97,Salman Khan,Katrina Kaif,Sunil Grover,Tabu,Action, Comedy, Drama,
Bodyguard,26897,Not Rated,,Salman Khan,Kareena Kapoor,Raj Babbar,Hazel Keech,Action, Comedy, Drama,
Interceptor,25612,TV-MA,,Elsa Pataky,Luke Bracey,Aaron Glenane,Mayen Mehta,Action, Adventure, Drama,2508
Superhero Movie,72159,PG-13,26.64,Drake Bell,Leslie Nielsen,Sara Paxton,Christopher McDonald,Action, Comedy, Sci-Fi,2648
Aliens vs. Predator: Requiem,129326,R,41.8,Reiko Aylesworth,Steven Pasquale,Shareeka Epps,John Ortiz,Action, Adventure, Horror,3667
Shehzada,29901,UA,,Kartik Aaryan,Kriti Sanon,Paresh Rawal,Manisha Koirala,Action, Comedy, Drama,3728
Driven,42192,PG-13,32.72,Sylvester Stallone,Kip Pardue,Til Schweiger,Burt Reynolds,Action, Drama, Sport,
Snatched,36457,R,45.83,Amy Schumer,Goldie Hawn,Kim Caramele,Raven Goodwin,Action, Adventure, Comedy,
Thunder Force,43747,PG-13,,Melissa McCarthy,Octavia Spencer,Jason Bateman,Bobby Cannavale,Action, Adventure, Comedy,3673
Taxi,43702,PG-13,36.61,Queen Latifah,Jimmy Fallon,Gisele Bündchen,Henry Simmons,Action, Comedy, Crime,4815
Home Alone 3,121357,PG,30.88,Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny von Dohlen,Action, Comedy, Crime,
Species II,30234,R,19.17,Natasha Henstridge,Michael Madsen,Marg Helgenberger,Mykelti Williamson,Action, Horror, Sci-Fi,
xXx: State of the Union,72123,PG-13,26.87,Ice Cube,Samuel L. Jackson,Willem Dafoe,Scott Speedman,Action, Adventure, Crime,
Kangaroo Jack,32744,PG,66.93,Anthony Anderson,Jerry O'Connell,Estella Warren,Christopher Walken,Action, Adventure, Comedy,
Skyline,90906,PG-13,21.37,Eric Balfour,Donald Faison,Scottie Thompson,Brittany Daniel,Action, Sci-Fi, Thriller,
The Next Karate Kid,32410,PG,8.91,Pat Morita,Hilary Swank,Michael Ironside,Constance Towers,Action, Drama, Family,
Jason X,58702,R,13.12,Kane Hodder,Lexa Doig,Jeff Geddis,David Cronenberg,Action, Horror, Sci-Fi,3847
Cell,29139,R,,John Cusack,Samuel L. Jackson,Isabelle Fuhrman,Clark Sarullo,Action, Adventure, Horror,
